File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations
"Orange Stripe#10-FY25- Sahibabad, TSM-English.pdf",FY-25,Orange Stripe,10/FY-25,09-05-2024 Time: 08:15 AM,08:15 AM,Meramandali,New Cold Rolled Mill (NCRM),Not Found,LTI of a contractor employee,Cut injury in left arm,Contractor,M/S Preethi Enterprises,3 Star,"Yellow Risk (C3, L4)",Not Found,No,": At HR Slitter, the edge trimming is fixed into the scrap winder which passes through the dispenser roll. Sometimes during trimming, the edge trimming breaks and comes out from the scrap winder. In such a situation, the line is stopped, the emergency stop for scrap winder is applied and then it is",1. Scrap winder emergency stop was operated as per the process. 2. Scrap winder fixing job is a manual job. 3. Standard operating procedure was found inadequate- abnormal condition of broken trimming edge fixing job was not addressed. 4. There was a communication gap between the helper and the operator.,1. Limit switch should be installed in existing entry gate. 2. Lock and key based emergency stop should be implemented. 3. RFID (Radio Frequency Identification) based access control should be implemented.
Orange Stripe#08-FY25-OMQ Khondbond-English.pdf,FY-25,Orange Stripe,08/FY-25,03-05-2024 Time: 09:00 AM,09:00 AM,Vendor Park (under construction at Khondbond),"Engineering Services & Projects, OMQ",Not Found,LTI of a contractor employee,Fracture in left wrist,Contractor,M/s Ashoka Enterprises,3 Star,"Red Risk (C4, L4)",Not Found,No,": On May 03, 2024, a Self-Loading Concrete Mixer (SLM) was placed behind the newly developed vendor park at the Khondbond Iron Mine (KIM) Wet Plant to fill water from a nearby PVC (Poly Vinyl Chloride) water tank. Meanwhile, while accelerating the engine of the SLM to gain the required Rotation Per",1. Water filling in SLM was done in an undesignated place. 2. Only one wheel chock was applied behind one of the wheels. This could only prevent backward movement of vehicle. 3. Parking brake was not applied. 4. The vehicle was kept in forward gear condition.,1. Parking brake and wheel chock must be applied adequately in heavy vehicles for any enabling activity or during the waiting period. 2. Ensure barricading around such vehicles for access control.
"Orange Stripe#07-FY25-MUMM, TSJ-English.pdf",FY-25,Orange Stripe,07/FY-25,01-05-2024 Time: 08:20 AM,08:20 AM,Jamshedpur,"Mills & Utilities Mechanical Maintenance, TSJ",HSM Mechanical,LTI of a company employee,Dislocation of left elbow,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",688 days,Yes,": On May 01, 2024, IP (Injured Person) was on his way to plant for general shift duty. He stopped his bike near MPO building, to punch his RFID (Radio Frequency Identification) for attendance. While parking, the side stand of his bike broke, and the bike fell over him. As a result, he sustained an i",1. Bike side stand was found damaged and broken. 2. Illumination of the area was found ok. 3. Incident site ground surface was found ok.,"1. All employees should check the condition of their vehicle parts and safety accessories. 2. Employee should be mindful when parking their two-wheelers on stands, as there is a risk of the vehicle falling or tipping over."
"Orange Stripe#06-FY25-Sahibabad, TSM-English.pdf",FY-25,Orange Stripe,06/FY-25,30-04-2024 Time: 03:40 PM,03:40 PM,Meramandali,"Mechanical Maintenance (Coated Products), Sahibabad",Not Found,LTI of a contractor employee,Fracture in left hand middle finger,Contractor,M/s Babu Nand Yadav,4 Star,"Yellow Risk (C3, L4)",Not Found,No,"On April 30, 2024, IP (Injured Person) was deployed in OCRM workshop. He was working for CRM- 5 hoist rope drum machining work, along with the operator. After positioning the drum, IP was removing the centre plate, but it got slipped during removal. Using his hands, he tried to prevent the plate from falling. This led to injury in his left-hand middle finger. He was taken to OHC (Occupational Health Centre) for",1. IP was wearing proper PPEs. 2. Illumination at the site was found ok.,1. Awareness training on manual material handling should be re-imparted to all concerned workers. 2. Safer and standard practices should be explored and deployed at workshop machineries.
Orange Stripe#04-FY25.pdf,FY-25,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#01-FY25-CRM Bara-English.pdf,FY-25,Orange Stripe,01/FY-25,01-04-2024 Time: 04:05 AM,04:05 AM,Jamshedpur,"CRM Bara, TSJ",Reversing Mill,LTI of a company employee,Hairline fracture in right ankle,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",2739 days,Yes,"On April 1, 2024, IP (Injured Person) was in C-shift. While he was going towards inspection area from Pay Off Reel Pulpit, he stepped on the plastic chain (used for barricading). Due to lack of alertness, he slipped, and his ankle got twisted. He was taken to First Aid Centre. After","1. Housekeeping and illumination of the area was found good. 2. After folding back the chain, it was kept on one side of the floor. 3. IP inadvertently stepped on plastic chain, resulting in ankle twist.",1. A designated hook should be provided to put the chain back. 2. People should be sensitized on behavioural safety with appropriate communication for optimal impact.
Orange Stripe#02-FY25-E&P TSK-English.pdf,FY-25,Orange Stripe,02/FY-25,07-04-2024 Time: 11:20 AM,11:20 AM,Kalinganagar,"Blast Furnace-2, E&P TSK",Not Found,LTI of a contractor employee,Fracture in left leg,Contractor,M/s Metal Crafts,3 Star,"Yellow Risk (C4, L3)",Not Found,No,": On April 7, 2024, IP (Injured Person) was trying to pluck tamarind from a tree standing on an empty equipment box cover (box height was 2.4 meter approx.). During this, the box top cover collapsed, which led to him falling inside the box. He was taken out of the box from one side by his co-workers",1. IP had informed his co-worker that he was going for the nature’s call before the incident. 2. IP was deployed for stacking/shifting of scaffolding materials at a site 400 meters away from the incident location.,1. Removing fruits from fruit bearing trees within the plant premises should be part of routine maintenance and upkeep practices. 2. Widespread communication regarding the prohibition of climbing on trees and fruits plucking from trees within the plant premises should be ensured.
Orange Stripe#03-FY25-E&P RM-English.pdf,FY-25,Orange Stripe,03/FY-25,17-04-2024 Time: 1:20 AM,1:20 AM,Raw Materials Division,Raw Material Projects,Not Found,LTI of a contractor employee,Fracture in left little finger,Contractor,M/s GIBEE,3 Star,"Yellow Risk (C3, L4)",Not Found,No,": On April 17, 2024, a team of 11 workmen were assigned to carry out conveyor gallery assembly work at the MHS area. While installing a seal plate (length of seal plate measures 10 meters and weighs approximately 200 kg.), it was being inserted into the gallery using F15 Crane. During this process,",1. All workmen were wearing all required PPEs. 2. The used seal plate design (with respect to location) was different from all other galleries. 3. The used seal plate was of 10 metre length and was being inserted using crowbar as well as by pushing it by hand from below in forward direction.,"1. For safe erection of seal plate, it should have been cut in small pieces, and then should have been inserted and joint by welding."
Orange Stripe#05-FY25-FMM-TSJ-English.pdf,FY-25,Orange Stripe,05/FY-25,25-04-2024 Time: 04:30 PM,04:30 PM,Jamshedpur,Field Maintenance Mechanical-Iron Making,Not Found,LTI of a contractor employee,Crush injury in left hand ring finger,Contractor,M/S National Construction Co.,03 Star,"Blue Risk (C3, L3)",Not Found,No,": On April 25, 2024, IP (Injured Person) was engaged in old PCI mill pull rod cylinder replacement job at H-BF. The cylinder was being handled using chain block and wire rope sling at the working area. Next to the cylinder, there was a platform, where the injured person placed his left hand. Unfortu",1. All workmen were wearing all the required PPEs. 2. E- permit was taken for the job. 3. Standard operating procedure was available at the site. 4. The cylinder was lifted in the wrong orientation.,1. Cylinder should be lifted in the same orientation as required in final assembly. 2. Only the required number of manpower should be present during the job execution.
Red Stripe#2-FY26- TSMD Fatal-English 16-04-2025.pdf,FY-26,Red Stripe,02/FY26,"April 16, 2025 Time: 06:35 AM",06:35 AM,senior officials.,Ductile Iron Pipe plant (Metaliks Division; erstwhile Tata,Large Diameter Pipe Melting,Fatal accident of an employee of M/s KCC Securities and,Burn Injury,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,": Mr. Mahesh Kherual was working in the large diameter ductile iron pipe melting section. At around 6:35 am, hot metal sparks were observed during magnesium treatment process. This resulted into fire due to interaction of hot metal with hydraulic oil, lying nearby. Mr. Kherual, who was working in th",1. Hydraulic hose in the working area was found burnt. 2. Area was covered under CCTV surveillance. 3. He had approx. 3 years of experience as a semi-skilled.,Not Found
"Orange Stripe#102-FY26-SMS-II, TSM-Odia- 22 Feb'26.pdf",FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
"Orange Stripe#102-FY26-SMS-II, TSM-English- 22 Feb'26.pdf",FY-26,Orange Stripe,102/FY-26,22-02-2026 Time: 08:30 PM,08:30 PM,Meramandali,"SMS-2, TSM",Not Found,LTI of a contract employee,Fracture in right foot,Contractor,M/s Lucky Minerals Pvt Ltd,4 Star,"Yellow Risk (C3, L4)",Not Found,No,": On February 22, 2026, the Injured Person (IP) was engaged in jam cleaning on the Conarc main roof. During the cleaning activity, the metallic pipe (bari) being used for the job fell on the IP’s right foot along with the roof jam material. He was referred to TMH, Meramandali, where the X‑ray report",1. Slag and metal stickers found accumulated at main roof parking platform. 2. Jam was formed due to water leakage in main roof.,1. Area Housekeeping should be maintained for easy access to roof parking platform. 2. Robotics or Mechanized tools and equipment should be explored to execute the jam cleaning job.
Orange Stripe#103-FY26-HRM TSJ-Odia- 18 Feb'26.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#103-FY26-HRM TSJ-English- 18 Feb'26.pdf,FY-26,Orange Stripe,103/FY-26,18-02-2026 Time: 08:00 AM,08:00 AM,Jamshedpur,"CRM Bara, TSJ",Not Found,LTI of a contract employee,Burn injury on right leg,Contractor,M/s Shaurya Inn,3 Star,"Yellow Risk (C3, L4)",Not Found,No,": On February 18, 2026, Injured Person (IP) sustained a burn injury on his right leg, from knee to ankle, when hot tea accidentally spilled on him. The accident was triggered when the tea-pouring utensil slipped from the hand of another individual, resulting in the hot liquid falling on him. IP was",1. Tea pouring utensils slipped from handler’s hand during pouring. 2. Illumination of kitchen area was found adequate. 3. Standard Operating Procedure (SOP) was not available for ‘Hot liquid handling’.,"1. Utensils with insulated, non-slip handles shall be used for all hot liquid/material pouring activities. 2. Develop & Implement SOP for safe handling of hot substances in canteen. 3. Ensure all concerned staff receive adequate training on SOP."
